NAME,LIGHT-YEARS FROM EARTH,PLANET MASS,STELLAR MAGNITUDE,DISCOVERY DATE,HYPERLINK,PLANET TYPE,PLANET RADIUS,ORBITAL PERIOD,ECCENTRICITY
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
24 Sextantis c,235,0.86 Jupiters,6.4535,2010
